filename,region_count,region_id,x,y
14_18-09-19.508,6,5,39,205
14_18-09-19.830,6,0,158,218
14_18-09-19.830,6,1,142,217
14_18-09-19.830,6,2,141,194
14_18-09-19.830,6,3,106,191
14_18-09-19.830,6,4,78,203
14_18-09-19.830,6,5,39,206
14_18-09-20.150,6,0,157,218
14_18-09-20.150,6,1,142,217
14_18-09-20.150,6,2,142,194
14_18-09-20.150,6,3,106,192
14_18-09-20.150,6,4,78,203
14_18-09-20.150,6,5,38,205
14_18-09-20.337,6,0,158,218
14_18-09-20.337,6,1,141,217
14_18-09-20.337,6,2,141,194
14_18-09-20.337,6,3,104,192
14_18-09-20.337,6,4,78,203
14_18-09-20.337,6,5,38,205
14_18-09-20.490,6,0,158,218
14_18-09-20.490,6,1,141,217
14_18-09-20.490,6,2,141,193
14_18-09-20.490,6,3,105,191
14_18-09-20.490,6,4,76,203
14_18-09-20.490,6,5,38,205
14_18-09-20.654,6,0,157,218
14_18-09-20.654,6,1,141,216
14_18-09-20.654,6,2,141,192
14_18-09-20.654,6,3,105,190
14_18-09-20.654,6,4,79,202
14_18-09-20.654,6,5,39,204
14_18-09-20.837,6,0,158,218
14_18-09-20.837,6,1,140,216
14_18-09-20.837,6,2,140,192
14_18-09-20.837,6,3,107,190
14_18-09-20.837,6,4,78,202
14_18-09-20.837,6,5,37,206
14_18-09-20.990,6,0,158,218
14_18-09-20.990,6,1,142,217
14_18-09-20.990,6,2,141,193
14_18-09-20.990,6,3,104,188
14_18-09-20.990,6,4,75,201
14_18-09-20.990,6,5,37,205
14_18-09-21.319,6,0,158,218
14_18-09-21.319,6,1,141,216
14_18-09-21.319,6,2,140,194
14_18-09-21.319,6,3,105,188
14_18-09-21.319,6,4,75,201
14_18-09-21.319,6,5,38,205
14_18-09-25.488,6,0,159,218
14_18-09-25.488,6,1,141,217
14_18-09-25.488,6,2,141,192
14_18-09-25.488,6,3,106,190
14_18-09-25.488,6,4,77,203
14_18-09-25.488,6,5,39,206
14_18-09-25.648,6,0,159,218
14_18-09-25.648,6,1,141,217
14_18-09-25.648,6,2,140,191
14_18-09-25.648,6,3,104,191
14_18-09-25.648,6,4,75,203
14_18-09-25.648,6,5,38,206
14_18-09-25.838,6,0,158,218
14_18-09-25.838,6,1,141,217
14_18-09-25.838,6,2,141,192
14_18-09-25.838,6,3,104,191
14_18-09-25.838,6,4,78,203
14_18-09-25.838,6,5,39,206
14_18-09-26.144,6,0,158,219
14_18-09-26.144,6,1,140,218
14_18-09-26.144,6,2,142,193
14_18-09-26.144,6,3,105,191
14_18-09-26.144,6,4,77,203
14_18-09-26.144,6,5,39,205
14_18-09-26.814,6,0,158,218
14_18-09-26.814,6,1,142,216
14_18-09-26.814,6,2,142,193
14_18-09-26.814,6,3,104,192
14_18-09-26.814,6,4,75,204
14_18-09-26.814,6,5,38,205
14_18-09-26.976,6,0,158,218
14_18-09-26.976,6,1,141,217
14_18-09-26.976,6,2,141,193
14_18-09-26.976,6,3,105,191
14_18-09-26.976,6,4,74,203
14_18-09-26.976,6,5,39,206
14_18-09-27.167,6,0,158,218
14_18-09-27.167,6,1,141,216
14_18-09-27.167,6,2,141,193
14_18-09-27.167,6,3,104,191
14_18-09-27.167,6,4,78,203
14_18-09-27.167,6,5,39,205
14_18-09-27.314,6,0,156,218
14_18-09-27.314,6,1,142,217
14_18-09-27.314,6,2,140,194
14_18-09-27.314,6,3,104,192
14_18-09-27.314,6,4,78,203
14_18-09-27.314,6,5,40,205
14_18-09-27.479,6,0,157,218
14_18-09-27.479,6,1,141,217
14_18-09-27.479,6,2,141,193
14_18-09-27.479,6,3,104,191
14_18-09-27.479,6,4,76,203
14_18-09-27.479,6,5,39,205
14_18-09-27.653,6,0,156,218
14_18-09-27.653,6,1,141,217
14_18-09-27.653,6,2,141,193
14_18-09-27.653,6,3,104,192
14_18-09-27.653,6,4,78,205
14_18-09-27.653,6,5,39,205
14_18-09-27.997,6,0,157,218
14_18-09-27.997,6,1,140,216
14_18-09-27.997,6,2,141,194
14_18-09-27.997,6,3,103,193
14_18-09-27.997,6,4,76,204
14_18-09-27.997,6,5,39,205
14_18-09-28.324,6,0,159,218
14_18-09-28.324,6,1,142,217
14_18-09-28.324,6,2,141,194
14_18-09-28.324,6,3,104,191
14_18-09-28.324,6,4,76,204
14_18-09-28.324,6,5,38,205
14_18-09-28.677,6,0,157,218
14_18-09-28.677,6,1,141,216
14_18-09-28.677,6,2,140,192
14_18-09-28.677,6,3,104,191
14_18-09-28.677,6,4,76,204
14_18-09-28.677,6,5,38,206
14_18-09-28.839,6,0,158,218
14_18-09-28.839,6,1,142,217
14_18-09-28.839,6,2,141,192
14_18-09-28.839,6,3,105,192
14_18-09-28.839,6,4,76,202
14_18-09-28.839,6,5,38,205
14_18-09-29.027,6,0,158,218
14_18-09-29.027,6,1,142,217
14_18-09-29.027,6,2,141,193
14_18-09-29.027,6,3,106,193
14_18-09-29.027,6,4,76,203
14_18-09-29.027,6,5,39,205
14_18-09-29.351,6,0,158,218
14_18-09-29.351,6,1,141,216
14_18-09-29.351,6,2,141,192
14_18-09-29.351,6,3,105,192
14_18-09-29.351,6,4,76,204
14_18-09-29.351,6,5,38,205
14_18-09-29.850,6,0,157,218
14_18-09-29.850,6,1,141,217
14_18-09-29.850,6,2,140,193
14_18-09-29.850,6,3,105,192
14_18-09-29.850,6,4,75,204
14_18-09-29.850,6,5,39,204
14_18-09-30.175,6,0,158,218
14_18-09-30.175,6,1,140,216
14_18-09-30.175,6,2,140,192
14_18-09-30.175,6,3,104,191
14_18-09-30.175,6,4,75,204
14_18-09-30.175,6,5,39,204
14_18-09-31.865,6,0,158,218
14_18-09-31.865,6,1,142,217
14_18-09-31.865,6,2,140,193
14_18-09-31.865,6,3,104,191
14_18-09-31.865,6,4,76,204
14_18-09-31.865,6,5,40,205
14_18-09-32.047,6,0,159,218
14_18-09-32.047,6,1,141,216
14_18-09-32.047,6,2,141,193
14_18-09-32.047,6,3,104,191
14_18-09-32.047,6,4,76,202
14_18-09-32.047,6,5,39,204
14_18-09-32.205,6,0,159,219
14_18-09-32.205,6,1,141,217
14_18-09-32.205,6,2,140,193
14_18-09-32.205,6,3,104,191
14_18-09-32.205,6,4,76,204
14_18-09-32.205,6,5,38,206
14_18-09-32.549,6,0,158,218
14_18-09-32.549,6,1,141,216
14_18-09-32.549,6,2,140,192
14_18-09-32.549,6,3,103,191
14_18-09-32.549,6,4,75,204
14_18-09-32.549,6,5,38,206
14_18-09-32.710,6,0,158,219
14_18-09-32.710,6,1,141,217
14_18-09-32.710,6,2,141,193
14_18-09-32.710,6,3,103,191
14_18-09-32.710,6,4,75,203
14_18-09-32.710,6,5,38,205
14_18-09-32.878,6,0,159,218
14_18-09-32.878,6,1,142,216
14_18-09-32.878,6,2,142,193
14_18-09-32.878,6,3,104,191
14_18-09-32.878,6,4,75,204
14_18-09-32.878,6,5,40,205
14_18-09-33.072,6,0,158,218
14_18-09-33.072,6,1,142,216
14_18-09-33.072,6,2,141,192
14_18-09-33.072,6,3,103,190
14_18-09-33.072,6,4,76,203
14_18-09-33.072,6,5,39,206
14_18-09-33.218,6,0,158,218
14_18-09-33.218,6,1,141,217
14_18-09-33.218,6,2,140,192
14_18-09-33.218,6,3,102,191
14_18-09-33.218,6,4,74,204
14_18-09-33.218,6,5,39,205
14_18-09-33.366,6,0,158,218
14_18-09-33.366,6,1,141,216
14_18-09-33.366,6,2,141,193
14_18-09-33.366,6,3,102,192
14_18-09-33.366,6,4,76,203
14_18-09-33.366,6,5,39,204
14_18-09-33.557,6,0,158,218
14_18-09-33.557,6,1,142,216
14_18-09-33.557,6,2,141,192
14_18-09-33.557,6,3,105,192
14_18-09-33.557,6,4,76,203
14_18-09-33.557,6,5,39,205
14_18-09-34.038,6,0,158,218
14_18-09-34.038,6,1,142,216
14_18-09-34.038,6,2,141,192
14_18-09-34.038,6,3,105,192
14_18-09-34.038,6,4,76,203
14_18-09-34.038,6,5,39,205
14_18-09-34.217,6,0,158,218
14_18-09-34.217,6,1,142,216
14_18-09-34.217,6,2,141,192
14_18-09-34.217,6,3,105,192
14_18-09-34.217,6,4,76,203
14_18-09-34.217,6,5,39,205
14_18-09-34.372,6,0,158,218
14_18-09-34.372,6,1,142,216
14_18-09-34.372,6,2,141,192
14_18-09-34.372,6,3,105,192
14_18-09-34.372,6,4,76,203
14_18-09-34.372,6,5,39,205
14_18-09-34.917,6,0,158,218
14_18-09-34.917,6,1,142,216
14_18-09-34.917,6,2,141,192
14_18-09-34.917,6,3,105,192
14_18-09-34.917,6,4,76,203
14_18-09-34.917,6,5,39,205
14_18-09-35.079,6,0,158,218
14_18-09-35.079,6,1,142,216
14_18-09-35.079,6,2,141,192
14_18-09-35.079,6,3,105,192
14_18-09-35.079,6,4,76,203
14_18-09-35.079,6,5,39,205
14_18-09-35.237,6,0,158,218
14_18-09-35.237,6,1,142,216
14_18-09-35.237,6,2,141,192
14_18-09-35.237,6,3,105,192
14_18-09-35.237,6,4,76,203
14_18-09-35.237,6,5,39,205
14_18-09-35.407,6,0,158,218
14_18-09-35.407,6,1,142,216
14_18-09-35.407,6,2,141,192
14_18-09-35.407,6,3,105,192
14_18-09-35.407,6,4,76,203
14_18-09-35.407,6,5,39,205
14_18-09-35.579,6,0,158,218
14_18-09-35.579,6,1,142,216
14_18-09-35.579,6,2,141,192
14_18-09-35.579,6,3,105,192
14_18-09-35.579,6,4,76,203
14_18-09-35.579,6,5,39,205
14_18-09-35.728,6,0,158,218
14_18-09-35.728,6,1,142,216
14_18-09-35.728,6,2,141,192
14_18-09-35.728,6,3,105,192
14_18-09-35.728,6,4,76,203
14_18-09-35.728,6,5,39,205
14_18-09-35.917,6,0,158,218
14_18-09-35.917,6,1,142,216
14_18-09-35.917,6,2,141,192
14_18-09-35.917,6,3,105,192
14_18-09-35.917,6,4,76,203
14_18-09-35.917,6,5,39,205
14_18-09-36.257,6,0,158,218
14_18-09-36.257,6,1,142,216
14_18-09-36.257,6,2,141,192
14_18-09-36.257,6,3,105,192
14_18-09-36.257,6,4,76,203
14_18-09-36.257,6,5,39,205
14_18-09-36.410,6,0,158,218
14_18-09-36.410,6,1,142,216
14_18-09-36.410,6,2,141,192
14_18-09-36.410,6,3,105,192
14_18-09-36.410,6,4,76,203
14_18-09-36.410,6,5,39,205
14_18-09-36.576,6,0,158,218
14_18-09-36.576,6,1,142,216
14_18-09-36.576,6,2,141,192
14_18-09-36.576,6,3,105,192
14_18-09-36.576,6,4,76,203
14_18-09-36.576,6,5,39,205
14_18-09-36.768,6,0,158,218
14_18-09-36.768,6,1,142,216
14_18-09-36.768,6,2,141,192
14_18-09-36.768,6,3,105,192
14_18-09-36.768,6,4,76,203
14_18-09-36.768,6,5,39,205
14_18-09-36.924,6,0,158,218
14_18-09-36.924,6,1,142,216
14_18-09-36.924,6,2,141,192
14_18-09-36.924,6,3,105,192
14_18-09-36.924,6,4,76,203
14_18-09-36.924,6,5,39,205
14_18-09-37.262,6,0,158,218
14_18-09-37.262,6,1,142,216
14_18-09-37.262,6,2,141,192
14_18-09-37.262,6,3,105,192
14_18-09-37.262,6,4,76,203
14_18-09-37.262,6,5,39,205
14_18-09-37.457,6,0,158,218
14_18-09-37.457,6,1,142,216
14_18-09-37.457,6,2,141,192
14_18-09-37.457,6,3,105,192
14_18-09-37.457,6,4,76,203
14_18-09-37.457,6,5,39,205
14_18-09-37.763,6,0,158,218
14_18-09-37.763,6,1,142,216
14_18-09-37.763,6,2,141,192
14_18-09-37.763,6,3,105,192
14_18-09-37.763,6,4,76,203
14_18-09-37.763,6,5,39,205
14_18-09-37.929,6,0,158,218
14_18-09-37.929,6,1,142,216
14_18-09-37.929,6,2,141,192
14_18-09-37.929,6,3,105,192
14_18-09-37.929,6,4,76,203
14_18-09-37.929,6,5,39,205
14_18-09-38.287,6,0,158,218
14_18-09-38.287,6,1,142,216
14_18-09-38.287,6,2,141,192
14_18-09-38.287,6,3,105,192
14_18-09-38.287,6,4,76,203
14_18-09-38.287,6,5,39,205
14_18-09-38.610,6,0,158,218
14_18-09-38.610,6,1,142,216
14_18-09-38.610,6,2,141,192
14_18-09-38.610,6,3,105,192
14_18-09-38.610,6,4,76,203
14_18-09-38.610,6,5,39,205
14_18-09-38.769,6,0,158,218
14_18-09-38.769,6,1,142,216
14_18-09-38.769,6,2,141,192
14_18-09-38.769,6,3,105,192
14_18-09-38.769,6,4,76,203
14_18-09-38.769,6,5,39,205
14_18-09-38.922,6,0,158,218
14_18-09-38.922,6,1,142,216
14_18-09-38.922,6,2,141,192
14_18-09-38.922,6,3,105,192
14_18-09-38.922,6,4,76,203
14_18-09-38.922,6,5,39,205
14_18-09-39.095,6,0,158,218
14_18-09-39.095,6,1,142,216
14_18-09-39.095,6,2,141,192
14_18-09-39.095,6,3,105,192
14_18-09-39.095,6,4,76,203
14_18-09-39.095,6,5,39,205
14_18-09-39.457,6,0,158,218
14_18-09-39.457,6,1,142,216
14_18-09-39.457,6,2,141,192
14_18-09-39.457,6,3,105,192
14_18-09-39.457,6,4,76,203
14_18-09-39.457,6,5,39,205
14_18-09-39.622,6,0,158,218
14_18-09-39.622,6,1,142,216
14_18-09-39.622,6,2,141,192
14_18-09-39.622,6,3,105,192
14_18-09-39.622,6,4,76,203
14_18-09-39.622,6,5,39,205
14_18-09-39.804,6,0,158,218
14_18-09-39.804,6,1,142,216
14_18-09-39.804,6,2,141,192
14_18-09-39.804,6,3,105,192
14_18-09-39.804,6,4,76,203
14_18-09-39.804,6,5,39,205
14_18-09-40.297,6,0,158,218
14_18-09-40.297,6,1,142,216
14_18-09-40.297,6,2,141,192
14_18-09-40.297,6,3,105,192
14_18-09-40.297,6,4,76,203
14_18-09-40.297,6,5,39,205
14_18-09-40.487,6,0,158,218
14_18-09-40.487,6,1,142,216
14_18-09-40.487,6,2,141,192
14_18-09-40.487,6,3,105,192
14_18-09-40.487,6,4,76,203
14_18-09-40.487,6,5,39,205
14_18-09-40.667,6,0,158,218
14_18-09-40.667,6,1,142,216
14_18-09-40.667,6,2,141,192
14_18-09-40.667,6,3,105,192
14_18-09-40.667,6,4,76,203
14_18-09-40.667,6,5,39,205
14_18-09-40.997,6,0,158,218
14_18-09-40.997,6,1,142,216
14_18-09-40.997,6,2,141,192
14_18-09-40.997,6,3,105,192
14_18-09-40.997,6,4,76,203
14_18-09-40.997,6,5,39,205
14_18-09-41.169,6,0,158,218
14_18-09-41.169,6,1,142,216
14_18-09-41.169,6,2,141,192
14_18-09-41.169,6,3,105,192
14_18-09-41.169,6,4,76,203
14_18-09-41.169,6,5,39,205
14_18-09-41.325,6,0,158,218
14_18-09-41.325,6,1,142,216
14_18-09-41.325,6,2,141,192
14_18-09-41.325,6,3,105,192
14_18-09-41.325,6,4,76,203
14_18-09-41.325,6,5,39,205
14_18-09-41.517,6,0,158,218
14_18-09-41.517,6,1,142,216
14_18-09-41.517,6,2,141,192
14_18-09-41.517,6,3,105,192
14_18-09-41.517,6,4,76,203
14_18-09-41.517,6,5,39,205
14_18-09-41.674,6,0,158,218
14_18-09-41.674,6,1,142,216
14_18-09-41.674,6,2,141,192
14_18-09-41.674,6,3,105,192
14_18-09-41.674,6,4,76,203
14_18-09-41.674,6,5,39,205
14_18-09-41.999,6,0,158,218
14_18-09-41.999,6,1,142,216
14_18-09-41.999,6,2,141,192
14_18-09-41.999,6,3,105,192
14_18-09-41.999,6,4,76,203
14_18-09-41.999,6,5,39,205
14_18-09-42.177,6,0,158,218
14_18-09-42.177,6,1,142,216
14_18-09-42.177,6,2,141,192
14_18-09-42.177,6,3,105,192
14_18-09-42.177,6,4,76,203
14_18-09-42.177,6,5,39,205
14_18-09-42.491,6,0,158,218
14_18-09-42.491,6,1,142,216
14_18-09-42.491,6,2,141,192
14_18-09-42.491,6,3,105,192
14_18-09-42.491,6,4,76,203
14_18-09-42.491,6,5,39,205
14_18-09-42.667,6,0,158,218
14_18-09-42.667,6,1,142,216
