filename,region_count,region_id,x,y
10_18-34-32.418.jpeg,6,2,46,163
10_18-34-32.418.jpeg,6,3,81,154
10_18-34-32.418.jpeg,6,4,108,169
10_18-34-32.418.jpeg,6,5,141,177
10_18-34-32.738.jpeg,6,0,23,186
10_18-34-32.738.jpeg,6,1,40,186
10_18-34-32.738.jpeg,6,2,43,163
10_18-34-32.738.jpeg,6,3,78,154
10_18-34-32.738.jpeg,6,4,109,170
10_18-34-32.738.jpeg,6,5,140,177
10_18-34-32.897.jpeg,6,0,22,186
10_18-34-32.897.jpeg,6,1,40,186
10_18-34-32.897.jpeg,6,2,44,162
10_18-34-32.897.jpeg,6,3,78,155
10_18-34-32.897.jpeg,6,4,110,170
10_18-34-32.897.jpeg,6,5,139,177
10_18-34-33.051.jpeg,6,0,22,186
10_18-34-33.051.jpeg,6,1,41,186
10_18-34-33.051.jpeg,6,2,44,160
10_18-34-33.051.jpeg,6,3,79,156
10_18-34-33.051.jpeg,6,4,108,172
10_18-34-33.051.jpeg,6,5,140,178
10_18-34-33.232.jpeg,6,0,23,186
10_18-34-33.232.jpeg,6,1,41,185
10_18-34-33.232.jpeg,6,2,45,160
10_18-34-33.232.jpeg,6,3,80,156
10_18-34-33.232.jpeg,6,4,108,171
10_18-34-33.232.jpeg,6,5,141,178
10_18-34-34.019.jpeg,6,0,24,185
10_18-34-34.019.jpeg,6,1,40,185
10_18-34-34.019.jpeg,6,2,44,160
10_18-34-34.019.jpeg,6,3,78,155
10_18-34-34.019.jpeg,6,4,108,171
10_18-34-34.019.jpeg,6,5,140,178
10_18-34-34.193.jpeg,6,0,23,186
10_18-34-34.193.jpeg,6,1,40,185
10_18-34-34.193.jpeg,6,2,43,162
10_18-34-34.193.jpeg,6,3,77,156
10_18-34-34.193.jpeg,6,4,107,171
10_18-34-34.193.jpeg,6,5,140,177
10_18-34-35.036.jpeg,6,0,24,186
10_18-34-35.036.jpeg,6,1,40,186
10_18-34-35.036.jpeg,6,2,44,162
10_18-34-35.036.jpeg,6,3,80,156
10_18-34-35.036.jpeg,6,4,109,172
10_18-34-35.036.jpeg,6,5,140,177
10_18-34-38.492.jpeg,6,0,24,185
10_18-34-38.492.jpeg,6,1,41,186
10_18-34-38.492.jpeg,6,2,44,163
10_18-34-38.492.jpeg,6,3,83,162
10_18-34-38.492.jpeg,6,4,109,174
10_18-34-38.492.jpeg,6,5,140,177
10_18-34-38.640.jpeg,6,0,24,186
10_18-34-38.640.jpeg,6,1,40,185
10_18-34-38.640.jpeg,6,2,45,161
10_18-34-38.640.jpeg,6,3,82,162
10_18-34-38.640.jpeg,6,4,109,174
10_18-34-38.640.jpeg,6,5,142,177
10_18-34-38.787.jpeg,6,0,23,185
10_18-34-38.787.jpeg,6,1,40,185
10_18-34-38.787.jpeg,6,2,45,160
10_18-34-38.787.jpeg,6,3,82,160
10_18-34-38.787.jpeg,6,4,108,174
10_18-34-38.787.jpeg,6,5,141,177
10_18-34-38.948.jpeg,6,0,22,185
10_18-34-38.948.jpeg,6,1,39,186
10_18-34-38.948.jpeg,6,2,43,163
10_18-34-38.948.jpeg,6,3,79,160
10_18-34-38.948.jpeg,6,4,108,175
10_18-34-38.948.jpeg,6,5,141,178
10_18-34-39.106.jpeg,6,0,24,186
10_18-34-39.106.jpeg,6,1,40,186
10_18-34-39.106.jpeg,6,2,43,163
10_18-34-39.106.jpeg,6,3,83,162
10_18-34-39.106.jpeg,6,4,111,175
10_18-34-39.106.jpeg,6,5,140,178
10_18-34-39.261.jpeg,6,0,25,185
10_18-34-39.261.jpeg,6,1,40,185
10_18-34-39.261.jpeg,6,2,44,161
10_18-34-39.261.jpeg,6,3,84,164
10_18-34-39.261.jpeg,6,4,110,175
10_18-34-39.261.jpeg,6,5,142,178
10_18-34-39.414.jpeg,6,0,25,185
10_18-34-39.414.jpeg,6,1,41,184
10_18-34-39.414.jpeg,6,2,44,160
10_18-34-39.414.jpeg,6,3,81,161
10_18-34-39.414.jpeg,6,4,106,174
10_18-34-39.414.jpeg,6,5,142,178
10_18-34-39.784.jpeg,6,0,24,186
10_18-34-39.784.jpeg,6,1,41,185
10_18-34-39.784.jpeg,6,2,43,162
10_18-34-39.784.jpeg,6,3,80,161
10_18-34-39.784.jpeg,6,4,108,174
10_18-34-39.784.jpeg,6,5,142,177
10_18-34-40.597.jpeg,6,0,24,186
10_18-34-40.597.jpeg,6,1,40,185
10_18-34-40.597.jpeg,6,2,44,161
10_18-34-40.597.jpeg,6,3,79,160
10_18-34-40.597.jpeg,6,4,110,174
10_18-34-40.597.jpeg,6,5,140,178
10_18-34-40.744.jpeg,6,0,24,186
10_18-34-40.744.jpeg,6,1,42,185
10_18-34-40.744.jpeg,6,2,44,162
10_18-34-40.744.jpeg,6,3,80,160
10_18-34-40.744.jpeg,6,4,108,174
10_18-34-40.744.jpeg,6,5,140,177
10_18-34-41.072.jpeg,6,0,24,186
10_18-34-41.072.jpeg,6,1,41,186
10_18-34-41.072.jpeg,6,2,44,161
10_18-34-41.072.jpeg,6,3,80,159
10_18-34-41.072.jpeg,6,4,111,174
10_18-34-41.072.jpeg,6,5,142,178
10_18-34-41.226.jpeg,6,0,24,185
10_18-34-41.226.jpeg,6,1,41,185
10_18-34-41.226.jpeg,6,2,42,160
10_18-34-41.226.jpeg,6,3,81,160
10_18-34-41.226.jpeg,6,4,108,174
10_18-34-41.226.jpeg,6,5,141,177
10_18-34-41.679.jpeg,6,0,24,186
10_18-34-41.679.jpeg,6,1,40,186
10_18-34-41.679.jpeg,6,2,44,161
10_18-34-41.679.jpeg,6,3,81,160
10_18-34-41.679.jpeg,6,4,108,174
10_18-34-41.679.jpeg,6,5,142,178
10_18-34-42.957.jpeg,6,0,24,185
10_18-34-42.957.jpeg,6,1,41,185
10_18-34-42.957.jpeg,6,2,51,162
10_18-34-42.957.jpeg,6,3,82,159
10_18-34-42.957.jpeg,6,4,116,172
10_18-34-42.957.jpeg,6,5,149,174
14_18-09-17.988.jpeg,6,0,158,218
14_18-09-17.988.jpeg,6,1,142,217
14_18-09-17.988.jpeg,6,2,141,192
14_18-09-17.988.jpeg,6,3,106,193
14_18-09-17.988.jpeg,6,4,78,204
14_18-09-17.988.jpeg,6,5,38,206
14_18-09-18.160.jpeg,6,0,157,218
14_18-09-18.160.jpeg,6,1,142,216
14_18-09-18.160.jpeg,6,2,141,191
14_18-09-18.160.jpeg,6,3,106,191
14_18-09-18.160.jpeg,6,4,78,204
14_18-09-18.160.jpeg,6,5,40,204
14_18-09-18.347.jpeg,6,0,158,218
14_18-09-18.347.jpeg,6,1,142,217
14_18-09-18.347.jpeg,6,2,142,192
14_18-09-18.347.jpeg,6,3,106,192
14_18-09-18.347.jpeg,6,4,80,202
14_18-09-18.347.jpeg,6,5,39,206
14_18-09-18.504.jpeg,6,0,158,218
14_18-09-18.504.jpeg,6,1,142,217
14_18-09-18.504.jpeg,6,2,141,192
14_18-09-18.504.jpeg,6,3,105,192
14_18-09-18.504.jpeg,6,4,76,204
14_18-09-18.504.jpeg,6,5,39,205
14_18-09-18.658.jpeg,6,0,157,218
14_18-09-18.658.jpeg,6,1,142,217
14_18-09-18.658.jpeg,6,2,142,194
14_18-09-18.658.jpeg,6,3,106,191
14_18-09-18.658.jpeg,6,4,77,204
14_18-09-18.658.jpeg,6,5,39,205
14_18-09-18.848.jpeg,6,0,158,218
14_18-09-18.848.jpeg,6,1,142,217
14_18-09-18.848.jpeg,6,2,141,192
14_18-09-18.848.jpeg,6,3,105,192
14_18-09-18.848.jpeg,6,4,77,205
14_18-09-18.848.jpeg,6,5,39,205
14_18-09-18.994.jpeg,6,0,157,218
14_18-09-18.994.jpeg,6,1,141,217
14_18-09-18.994.jpeg,6,2,142,192
14_18-09-18.994.jpeg,6,3,106,192
14_18-09-18.994.jpeg,6,4,79,203
14_18-09-18.994.jpeg,6,5,38,205
14_18-09-19.170.jpeg,6,0,158,218
14_18-09-19.170.jpeg,6,1,142,217
14_18-09-19.170.jpeg,6,2,142,193
14_18-09-19.170.jpeg,6,3,107,192
14_18-09-19.170.jpeg,6,4,80,204
14_18-09-19.170.jpeg,6,5,38,205
14_18-09-19.328.jpeg,6,0,158,218
14_18-09-19.328.jpeg,6,1,142,216
14_18-09-19.328.jpeg,6,2,142,193
14_18-09-19.328.jpeg,6,3,106,192
14_18-09-19.328.jpeg,6,4,79,203
14_18-09-19.328.jpeg,6,5,38,205
14_18-09-19.508.jpeg,6,0,157,218
14_18-09-19.508.jpeg,6,1,141,216
14_18-09-19.508.jpeg,6,2,142,193
14_18-09-19.508.jpeg,6,3,106,192
14_18-09-19.508.jpeg,6,4,79,204
14_18-09-19.508.jpeg,6,5,39,205
14_18-09-19.830.jpeg,6,0,158,218
14_18-09-19.830.jpeg,6,1,142,217
14_18-09-19.830.jpeg,6,2,141,194
14_18-09-19.830.jpeg,6,3,106,191
14_18-09-19.830.jpeg,6,4,78,203
14_18-09-19.830.jpeg,6,5,39,206
14_18-09-20.150.jpeg,6,0,157,218
14_18-09-20.150.jpeg,6,1,142,217
14_18-09-20.150.jpeg,6,2,142,194
14_18-09-20.150.jpeg,6,3,106,192
14_18-09-20.150.jpeg,6,4,78,203
14_18-09-20.150.jpeg,6,5,38,205
14_18-09-20.337.jpeg,6,0,158,218
14_18-09-20.337.jpeg,6,1,141,217
14_18-09-20.337.jpeg,6,2,141,194
14_18-09-20.337.jpeg,6,3,104,192
14_18-09-20.337.jpeg,6,4,78,203
14_18-09-20.337.jpeg,6,5,38,205
14_18-09-20.490.jpeg,6,0,158,218
14_18-09-20.490.jpeg,6,1,141,217
14_18-09-20.490.jpeg,6,2,141,193
14_18-09-20.490.jpeg,6,3,105,191
14_18-09-20.490.jpeg,6,4,76,203
14_18-09-20.490.jpeg,6,5,38,205
14_18-09-20.654.jpeg,6,0,157,218
14_18-09-20.654.jpeg,6,1,141,216
14_18-09-20.654.jpeg,6,2,141,192
14_18-09-20.654.jpeg,6,3,105,190
14_18-09-20.654.jpeg,6,4,79,202
14_18-09-20.654.jpeg,6,5,39,204
14_18-09-20.837.jpeg,6,0,158,218
14_18-09-20.837.jpeg,6,1,140,216
14_18-09-20.837.jpeg,6,2,140,192
14_18-09-20.837.jpeg,6,3,107,190
14_18-09-20.837.jpeg,6,4,78,202
14_18-09-20.837.jpeg,6,5,37,206
14_18-09-20.990.jpeg,6,0,158,218
14_18-09-20.990.jpeg,6,1,142,217
14_18-09-20.990.jpeg,6,2,141,193
14_18-09-20.990.jpeg,6,3,104,188
14_18-09-20.990.jpeg,6,4,75,201
14_18-09-20.990.jpeg,6,5,37,205
14_18-09-21.319.jpeg,6,0,158,218
14_18-09-21.319.jpeg,6,1,141,216
14_18-09-21.319.jpeg,6,2,140,194
14_18-09-21.319.jpeg,6,3,105,188
14_18-09-21.319.jpeg,6,4,75,201
14_18-09-21.319.jpeg,6,5,38,205
14_18-09-25.488.jpeg,6,0,159,218
14_18-09-25.488.jpeg,6,1,141,217
14_18-09-25.488.jpeg,6,2,141,192
14_18-09-25.488.jpeg,6,3,106,190
14_18-09-25.488.jpeg,6,4,77,203
14_18-09-25.488.jpeg,6,5,39,206
14_18-09-25.648.jpeg,6,0,159,218
14_18-09-25.648.jpeg,6,1,141,217
14_18-09-25.648.jpeg,6,2,140,191
14_18-09-25.648.jpeg,6,3,104,191
14_18-09-25.648.jpeg,6,4,75,203
14_18-09-25.648.jpeg,6,5,38,206
14_18-09-25.838.jpeg,6,0,158,218
14_18-09-25.838.jpeg,6,1,141,217
14_18-09-25.838.jpeg,6,2,141,192
14_18-09-25.838.jpeg,6,3,104,191
14_18-09-25.838.jpeg,6,4,78,203
14_18-09-25.838.jpeg,6,5,39,206
14_18-09-26.144.jpeg,6,0,158,219
14_18-09-26.144.jpeg,6,1,140,218
14_18-09-26.144.jpeg,6,2,142,193
14_18-09-26.144.jpeg,6,3,105,191
14_18-09-26.144.jpeg,6,4,77,203
14_18-09-26.144.jpeg,6,5,39,205
14_18-09-26.814.jpeg,6,0,158,218
14_18-09-26.814.jpeg,6,1,142,216
14_18-09-26.814.jpeg,6,2,142,193
14_18-09-26.814.jpeg,6,3,104,192
14_18-09-26.814.jpeg,6,4,75,204
14_18-09-26.814.jpeg,6,5,38,205
14_18-09-26.976.jpeg,6,0,158,218
14_18-09-26.976.jpeg,6,1,141,217
14_18-09-26.976.jpeg,6,2,141,193
14_18-09-26.976.jpeg,6,3,105,191
14_18-09-26.976.jpeg,6,4,74,203
14_18-09-26.976.jpeg,6,5,39,206
14_18-09-27.167.jpeg,6,0,158,218
14_18-09-27.167.jpeg,6,1,141,216
14_18-09-27.167.jpeg,6,2,141,193
14_18-09-27.167.jpeg,6,3,104,191
14_18-09-27.167.jpeg,6,4,78,203
14_18-09-27.167.jpeg,6,5,39,205
14_18-09-27.314.jpeg,6,0,156,218
14_18-09-27.314.jpeg,6,1,142,217
14_18-09-27.314.jpeg,6,2,140,194
14_18-09-27.314.jpeg,6,3,104,192
14_18-09-27.314.jpeg,6,4,78,203
14_18-09-27.314.jpeg,6,5,40,205
14_18-09-27.479.jpeg,6,0,157,218
14_18-09-27.479.jpeg,6,1,141,217
14_18-09-27.479.jpeg,6,2,141,193
14_18-09-27.479.jpeg,6,3,104,191
14_18-09-27.479.jpeg,6,4,76,203
14_18-09-27.479.jpeg,6,5,39,205
14_18-09-27.653.jpeg,6,0,156,218
14_18-09-27.653.jpeg,6,1,141,217
14_18-09-27.653.jpeg,6,2,141,193
14_18-09-27.653.jpeg,6,3,104,192
14_18-09-27.653.jpeg,6,4,78,205
14_18-09-27.653.jpeg,6,5,39,205
14_18-09-27.997.jpeg,6,0,157,218
14_18-09-27.997.jpeg,6,1,140,216
14_18-09-27.997.jpeg,6,2,141,194
14_18-09-27.997.jpeg,6,3,103,193
14_18-09-27.997.jpeg,6,4,76,204
14_18-09-27.997.jpeg,6,5,39,205
14_18-09-28.324.jpeg,6,0,159,218
14_18-09-28.324.jpeg,6,1,142,217
14_18-09-28.324.jpeg,6,2,141,194
14_18-09-28.324.jpeg,6,3,104,191
14_18-09-28.324.jpeg,6,4,76,204
14_18-09-28.324.jpeg,6,5,38,205
14_18-09-28.677.jpeg,6,0,157,218
14_18-09-28.677.jpeg,6,1,141,216
14_18-09-28.677.jpeg,6,2,140,192
14_18-09-28.677.jpeg,6,3,104,191
14_18-09-28.677.jpeg,6,4,76,204
14_18-09-28.677.jpeg,6,5,38,206
14_18-09-28.839.jpeg,6,0,158,218
14_18-09-28.839.jpeg,6,1,142,217
14_18-09-28.839.jpeg,6,2,141,192
14_18-09-28.839.jpeg,6,3,105,192
14_18-09-28.839.jpeg,6,4,76,202
14_18-09-28.839.jpeg,6,5,38,205
14_18-09-29.027.jpeg,6,0,158,218
14_18-09-29.027.jpeg,6,1,142,217
14_18-09-29.027.jpeg,6,2,141,193
14_18-09-29.027.jpeg,6,3,106,193
14_18-09-29.027.jpeg,6,4,76,203
14_18-09-29.027.jpeg,6,5,39,205
14_18-09-29.351.jpeg,6,0,158,218
14_18-09-29.351.jpeg,6,1,141,216
14_18-09-29.351.jpeg,6,2,141,192
14_18-09-29.351.jpeg,6,3,105,192
14_18-09-29.351.jpeg,6,4,76,204
14_18-09-29.351.jpeg,6,5,38,205
14_18-09-29.850.jpeg,6,0,157,218
14_18-09-29.850.jpeg,6,1,141,217
14_18-09-29.850.jpeg,6,2,140,193
14_18-09-29.850.jpeg,6,3,105,192
14_18-09-29.850.jpeg,6,4,75,204
14_18-09-29.850.jpeg,6,5,39,204
14_18-09-30.175.jpeg,6,0,158,218
14_18-09-30.175.jpeg,6,1,140,216
14_18-09-30.175.jpeg,6,2,140,192
14_18-09-30.175.jpeg,6,3,104,191
14_18-09-30.175.jpeg,6,4,75,204
14_18-09-30.175.jpeg,6,5,39,204
14_18-09-31.865.jpeg,6,0,158,218
14_18-09-31.865.jpeg,6,1,142,217
14_18-09-31.865.jpeg,6,2,140,193
14_18-09-31.865.jpeg,6,3,104,191
14_18-09-31.865.jpeg,6,4,76,204
14_18-09-31.865.jpeg,6,5,40,205
14_18-09-32.047.jpeg,6,0,159,218
14_18-09-32.047.jpeg,6,1,141,216
14_18-09-32.047.jpeg,6,2,141,193
14_18-09-32.047.jpeg,6,3,104,191
14_18-09-32.047.jpeg,6,4,76,202
14_18-09-32.047.jpeg,6,5,39,204
14_18-09-32.205.jpeg,6,0,159,219
14_18-09-32.205.jpeg,6,1,141,217
14_18-09-32.205.jpeg,6,2,140,193
14_18-09-32.205.jpeg,6,3,104,191
14_18-09-32.205.jpeg,6,4,76,204
14_18-09-32.205.jpeg,6,5,38,206
14_18-09-32.549.jpeg,6,0,158,218
14_18-09-32.549.jpeg,6,1,141,216
14_18-09-32.549.jpeg,6,2,140,192
14_18-09-32.549.jpeg,6,3,103,191
14_18-09-32.549.jpeg,6,4,75,204
14_18-09-32.549.jpeg,6,5,38,206
14_18-09-32.710.jpeg,6,0,158,219
14_18-09-32.710.jpeg,6,1,141,217
14_18-09-32.710.jpeg,6,2,141,193
14_18-09-32.710.jpeg,6,3,103,191
14_18-09-32.710.jpeg,6,4,75,203
14_18-09-32.710.jpeg,6,5,38,205
14_18-09-32.878.jpeg,6,0,159,218
14_18-09-32.878.jpeg,6,1,142,216
14_18-09-32.878.jpeg,6,2,142,193
14_18-09-32.878.jpeg,6,3,104,191
14_18-09-32.878.jpeg,6,4,75,204
14_18-09-32.878.jpeg,6,5,40,205
14_18-09-33.072.jpeg,6,0,158,218
14_18-09-33.072.jpeg,6,1,142,216
14_18-09-33.072.jpeg,6,2,141,192
14_18-09-33.072.jpeg,6,3,103,190
14_18-09-33.072.jpeg,6,4,76,203
14_18-09-33.072.jpeg,6,5,39,206
14_18-09-33.218.jpeg,6,0,158,218
14_18-09-33.218.jpeg,6,1,141,217
14_18-09-33.218.jpeg,6,2,140,192
14_18-09-33.218.jpeg,6,3,102,191
14_18-09-33.218.jpeg,6,4,74,204
14_18-09-33.218.jpeg,6,5,39,205
14_18-09-33.366.jpeg,6,0,158,218
14_18-09-33.366.jpeg,6,1,141,216
14_18-09-33.366.jpeg,6,2,141,193
14_18-09-33.366.jpeg,6,3,102,192
14_18-09-33.366.jpeg,6,4,76,203
14_18-09-33.366.jpeg,6,5,39,204
14_18-09-33.557.jpeg,6,0,158,218
14_18-09-33.557.jpeg,6,1,142,216
14_18-09-33.557.jpeg,6,2,141,192
14_18-09-33.557.jpeg,6,3,105,192
14_18-09-33.557.jpeg,6,4,76,203
14_18-09-33.557.jpeg,6,5,39,205
14_18-09-34.038.jpeg,6,0,158,218
14_18-09-34.038.jpeg,6,1,142,216
14_18-09-34.038.jpeg,6,2,141,192
14_18-09-34.038.jpeg,6,3,105,192
14_18-09-34.038.jpeg,6,4,76,203
14_18-09-34.038.jpeg,6,5,39,205
14_18-09-34.217.jpeg,6,0,158,218
14_18-09-34.217.jpeg,6,1,142,216
14_18-09-34.217.jpeg,6,2,141,192
14_18-09-34.217.jpeg,6,3,105,192
14_18-09-34.217.jpeg,6,4,76,203
14_18-09-34.217.jpeg,6,5,39,205
14_18-09-34.372.jpeg,6,0,158,218
14_18-09-34.372.jpeg,6,1,142,216
14_18-09-34.372.jpeg,6,2,141,192
14_18-09-34.372.jpeg,6,3,105,192
14_18-09-34.372.jpeg,6,4,76,203
14_18-09-34.372.jpeg,6,5,39,205
14_18-09-34.917.jpeg,6,0,158,218
14_18-09-34.917.jpeg,6,1,142,216
14_18-09-34.917.jpeg,6,2,141,192
14_18-09-34.917.jpeg,6,3,105,192
14_18-09-34.917.jpeg,6,4,76,203
14_18-09-34.917.jpeg,6,5,39,205
14_18-09-35.079.jpeg,6,0,158,218
14_18-09-35.079.jpeg,6,1,142,216
14_18-09-35.079.jpeg,6,2,141,192
14_18-09-35.079.jpeg,6,3,105,192
14_18-09-35.079.jpeg,6,4,76,203
14_18-09-35.079.jpeg,6,5,39,205
14_18-09-35.237.jpeg,6,0,158,218
14_18-09-35.237.jpeg,6,1,142,216
14_18-09-35.237.jpeg,6,2,141,192
14_18-09-35.237.jpeg,6,3,105,192
14_18-09-35.237.jpeg,6,4,76,203
14_18-09-35.237.jpeg,6,5,39,205
14_18-09-35.407.jpeg,6,0,158,218
14_18-09-35.407.jpeg,6,1,142,216
14_18-09-35.407.jpeg,6,2,141,192
14_18-09-35.407.jpeg,6,3,105,192
14_18-09-35.407.jpeg,6,4,76,203
14_18-09-35.407.jpeg,6,5,39,205
14_18-09-35.579.jpeg,6,0,158,218
14_18-09-35.579.jpeg,6,1,142,216
14_18-09-35.579.jpeg,6,2,141,192
14_18-09-35.579.jpeg,6,3,105,192
14_18-09-35.579.jpeg,6,4,76,203
14_18-09-35.579.jpeg,6,5,39,205
14_18-09-35.728.jpeg,6,0,158,218
14_18-09-35.728.jpeg,6,1,142,216
14_18-09-35.728.jpeg,6,2,141,192
14_18-09-35.728.jpeg,6,3,105,192
14_18-09-35.728.jpeg,6,4,76,203
14_18-09-35.728.jpeg,6,5,39,205
14_18-09-35.917.jpeg,6,0,158,218
14_18-09-35.917.jpeg,6,1,142,216
14_18-09-35.917.jpeg,6,2,141,192
14_18-09-35.917.jpeg,6,3,105,192
14_18-09-35.917.jpeg,6,4,76,203
14_18-09-35.917.jpeg,6,5,39,205
14_18-09-36.257.jpeg,6,0,158,218
